Município,Processo,Prestadora,NC,Descrição,Status,Categoria
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001393/2025,BRK,NC 03,Ausência de extintor de incêndio,Repasse,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001393/2025,BRK,NC 02,Ausência de sinalização de segurança,Repasse,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 23,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 04,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 03,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 02,Ausência de anteparo perimetral,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 01,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 144,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 143,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 142,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 141,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 140,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 139,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 138,Tampa de proteção do poço em processo corrosivo,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 137,Porta do local que abriga quadro de força danificada,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 136,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 135,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 134,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 133,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 132,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 131,Tampa de proteção do poço danificada,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 130,Porta do local que abriga quadro de força danificada,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 129,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 128,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 127,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 126,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 125,Ausência de anteparo perimetral,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 124,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 123,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 122,Mal estado de conservação do local ao qual abriga o quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 121,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 120,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 119,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 118,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 117,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 116,Deformação na área da laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 115,Porta do local que abriga quadro de força danificada,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 114,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 113,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 112,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 111,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 110,Fiação exposta na instalação elétrica do Poço,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 109,Tampa de proteção do poço em processo corrosivo,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 108,Fiação exposta no quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 107,Mal estado de conservação do local ao qual abriga o quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 106,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 105,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 104,Portão de acesso danificado,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 103,Patologias estruturais no muro perimetral,Pendente,Estrutural
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 102,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 101,Tampa de proteção do poço em processo corrosivo,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 100,Fiação exposta no quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 99,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 98,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 97,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 67,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 68,Fiação exposta no quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 69,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 70,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 71,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 72,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 73,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 74,Mal estado de conservação do local ao qual abriga o quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 75,Fiação exposta no quadro de força,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 76,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 77,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 78,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 79,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 80,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 81,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 82,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 83,Processo erosivo na área circundante ao poço,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 84,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 85,Ausência de identificação,Pendente,Ausência de Identificação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 86,Necessidade de limpeza na área circundante ao poço,Pendente,Limpeza e Conservação
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 87,Falta de iluminação adequada (p/ operações ao qual necessite de iluminação no local),Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 88,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 89,Ausência de laje de proteção,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 96,Ausência do dosador de cloro,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 95,Tampa de proteção do poço danificada,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 94,Porta do local que abriga quadro de força danificada,Pendente,Elétrico
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 93,Ausência de extintor,Pendente,Segurança
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001447/2025,CASAL,NC 92,Ausência de anteparo perimetral,Pendente,Outros
MACEIÓ (SERRARIA E JACARECICA),E:49070.0000001393/2025,BRK,NC 01,Ausência de sinalização de identificação do reservatório,Repasse,Estrutural
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 02,"Ausência de sistema de cloração, injetando água na rede sem desinfecção",Pendente,Estrutural
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 09,Ausência de portão de acesso ao perímetro,Pendente,Segurança
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 13,Fiação da bomba submersa exposta,Pendente,Elétrico
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 14,Vegetação alta no perímetro do barrilete do poço,Pendente,Limpeza e Conservação
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 05,Muro danificado,Pendente,Estrutural
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 06,Ausência de placa de identificação do ativo,Pendente,Ausência de Identificação
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 07,Ausência de sistema de cloração,Pendente,Estrutural
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 08,Vegetação alta no perímetro do barrilete do poço,Pendente,Limpeza e Conservação
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 01,Fiação da bomba submersa exposta,Sanado,Elétrico
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 11,Ausência de placa de identificação do ativo,Pendente,Ausência de Identificação
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 03,Ausência da placa de identificação,Pendente,Ausência de Identificação
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 04,Ausência de portão de acesso ao perímetro,Pendente,Segurança
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 10,Muro danificado,Pendente,Estrutural
MACEIÓ (SELMA BANDEIRA),E:49070.0000002566/2024,CASAL,NC 12,Ausência de sistema de cloração,Pendente,Estrutural
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 02,Ausência de limpeza,Sanado,Limpeza e Conservação
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 01,Ausência de identificação,Sanado,Ausência de Identificação
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 03,Ausência de clorador,Justificado,Outros
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 04,Vazamento na válvula da tubulação,Justificado,Hidráulico
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 05,Ausência de identificação,Sanado,Ausência de Identificação
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 06,Ausência de limpeza,Sanado,Limpeza e Conservação
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001737/2025,CASAL,NC 07,Ausência de clorador,Justificado,Outros
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001751/2025,CASAL,NC 01,Ausência de tampa na caixa de passagem,Justificado,Outros
MACEIÓ (SANTA AMÉLIA E PITANGUINHA),E:49070.0000001751/2025,CASAL,NC 02,Ausência de tampa na caixa de passagem,Justificado,Outros
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 11,Falta de placa de sinalização de segurança,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 05,Falta de placa de sinalização de segurança,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 04,Falta de placa de sinalização de segurança no quadro de força,Sanado,Elétrico
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 03,Falta da placa de segurança elétrica,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 02,Placa de identificação,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 07,Falta de placa de identificação do ativo,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 08,Falta de placa de segurança no quadro de força,Sanado,Elétrico
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 01,Oxidação da estrutura metálica,Sanado,Estrutural
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 09,Falta de placa de sinalização de segurança,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 10,Falta de placa de sinalização de segurança,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 06,Falta de placa de sinalização de segurança,Sanado,Ausência de Identificação
MACEIÓ (SANAMA),E:49070.0000001826/2024,CASAL,NC 12,Falta de placa de identificação do ativo,Sanado,Ausência de Identificação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 30,Vazamento na tubulação,Sanado,Hidráulico
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 36,Presença de fissura na estrutura,Auto de Infração,Estrutural
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 46,Limpeza no terreno,Sanado,Limpeza e Conservação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 45,"Presença de galhos, dificultando o acesso para escada",Auto de Infração,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 44,"A escada apresenta corrosão, além de não possuir guarda corpo",Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 43,Sem iluminação noturna,Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 42,Armação exposta,Auto de Infração,Estrutural
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 41,Vazamento na tubulação,Sanado,Hidráulico
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 40,Ausência de identificação,Sanado,Ausência de Identificação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 39,Ausência de tampa na caixa de passagem,Sanado,Outros
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 38,Presença de corrosão na escada,Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 37,Sem iluminação noturna,Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 48,Não é realizada a limpeza de desinfecção periódica,Auto de Infração,Limpeza e Conservação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 35,Vazamento na tubulação,Sanado,Hidráulico
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 34,Limpeza no terreno,Sanado,Limpeza e Conservação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 33,Ausência de identificação,Sanado,Ausência de Identificação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 32,Presença de corrosão na escada,Sanado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 31,Ausência de tampa na caixa de passagem,Sanado,Outros
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 49,Presença de rachadura na estrutura,Auto de Infração,Outros
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 50,Não é realizada a limpeza de desinfecção periódica,Auto de Infração,Limpeza e Conservação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 28,Tubulação com corrosão,Auto de Infração,Estrutural
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 26,A escada não apresenta boas condições de uso,Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 25,Ausência de tampa na caixa de passagem,Auto de Infração,Outros
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 24,Vazamento na tubulação,Sanado,Hidráulico
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 23,Armação exposta,Auto de Infração,Estrutural
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 22,Tubulação com corrosão,Auto de Infração,Estrutural
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 21,Ausência de identificação,Sanado,Ausência de Identificação
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 20,A escada não apresenta boas condições de uso e não possui guarda corpo,Justificado,Segurança
MACEIÓ (PRATAGY),E:49070.0000001823/2024,BRK,NC 19,Ausência de tampa na caixa de passagem,Auto de Infração,Outros
